 01.04.04 - CORRECT:  'SampleSheet.csv' | File_size: 145  | Etag: c4a054a386602b76ea989014364d0b4d.
 01.19.42 - CORRECT:  'SampleSheet.csv' | File_size: 145  | Etag: a7eecfb1cf9c331350a902e986e1e89f.
 01.20.49 - CORRECT:  'A653_1185_R2_CEL.fastq.gz' | File_size: 9.2G  | Etag: 2e8ce684761df0d9b1b5dc4b3feeeaba-1178.
 01.20.49 - CORRECT:  'SampleSheet.csv' | File_size: 144  | Etag: 2b281b359fe62b3751f7af8dc85c4f36.
 01.21.02 - CORRECT:  'A653_772_R2_CEL.fastq.gz' | File_size: 1.9G  | Etag: e8fccf5d6b3c5ea1c00e43551471d459-236.
 01.21.15 - CORRECT:  'A653_772_R1_CEL.fastq.gz' | File_size: 1.9G  | Etag: 7d2432d980e88448659446b0796b7a82-233.
 01.21.28 - CORRECT:  'A653_898_R2_CEL.fastq.gz' | File_size: 1.9G  | Etag: 50a1c8072ac1816b4e4fd01a6b841126-233.
 01.21.28 - CORRECT:  'SampleSheet.csv' | File_size: 144  | Etag: 1427e2bd235009b8ec7472eb3ca81dfc.
 01.21.41 - CORRECT:  'A653_898_R1_CEL.fastq.gz' | File_size: 1.9G  | Etag: 40beafd39a5ac127c7ef3c6b3b55b9ed-231.
 01.22.29 - CORRECT:  'A653_001_CEL_R1.fastq.gz' | File_size: 6.4G  | Etag: 37ae0d8e671a8be89142676f6a0e2054-808.
 01.23.16 - CORRECT:  'A653_001_CEL_R2.fastq.gz' | File_size: 6.4G  | Etag: 82d0c29850bcb21759cb1cbd7151d81d-813.
 01.24.05 - CORRECT:  'A653_002_CEL_R2.fastq.gz' | File_size: 6.7G  | Etag: 6e75b2ae7501f240c277151d6c123e8b-857.
 01.24.54 - CORRECT:  'A653_002_CEL_R1.fastq.gz' | File_size: 6.7G  | Etag: 36117eda9503e250837a4374717aa563-856.
 01.25.38 - CORRECT:  'A653_003_R1_CEL.fastq.gz' | File_size: 5.9G  | Etag: 2a2bb974fb3ba8dce046a64cf932e600-752.
 01.25.38 - CORRECT:  'SampleSheet.csv' | File_size: 157  | Etag: 2a83d33a94b47652111c9a2871676229.
 01.26.25 - CORRECT:  'A653_003_R2_CEL.fastq.gz' | File_size: 6.1G  | Etag: 6d5715db323670091f5710dd1e1904e4-776.
 01.26.25 - CORRECT:  'SampleSheet.csv' | File_size: 148  | Etag: 20fd36593fd38006a82d93b14d42809e.
 01.27.01 - CORRECT:  'A653_009_R1_CEL.fastq.gz' | File_size: 4.6G  | Etag: 491143d6a195d244f793ed6805a30449-583.
 01.27.36 - CORRECT:  'A653_009_R2_CEL.fastq.gz' | File_size: 4.6G  | Etag: d193aa2f71352198a8246f3591457d36-583.
 01.28.20 - CORRECT:  'A653_012_CEL_R2.fastq.gz' | File_size: 5.8G  | Etag: a7b4cb8a00b07870221c2c256bb7e841-737.
 01.29.04 - CORRECT:  'A653_012_CEL_R1.fastq.gz' | File_size: 5.8G  | Etag: 261ac3d97d52f02d3d4624a271b54781-736.
 01.30.03 - CORRECT:  'A653_031_R2_CEL.fastq.gz' | File_size: 8.1G  | Etag: 7a26a5b37a2ef3b8cd9543f6624d2adf-1031.
 01.31.01 - CORRECT:  'A653_031_R1_CEL.fastq.gz' | File_size: 7.9G  | Etag: daff50ea8cc1a4976f0f52c26dc64b48-1007.
 01.31.02 - CORRECT:  'SampleSheet.csv' | File_size: 148  | Etag: 80d57ed10cdf02c68763111ba7152a03.
 01.31.02 - CORRECT:  'SampleSheet.csv' | File_size: 149  | Etag: d97546e458c1dbaa24939fd330ef1874.
 01.31.54 - CORRECT:  'A653_034_R2_CEL.fastq.gz' | File_size: 7.2G  | Etag: 5ad94f42fe1117aa54e421d48b3955ef-918.
 01.32.47 - CORRECT:  'A653_034_R1_CEL.fastq.gz' | File_size: 7.3G  | Etag: ce7d6558f7c2b3f7af246083b3b4eb59-928.
 01.32.47 - CORRECT:  'SampleSheet.csv' | File_size: 148  | Etag: b69606faea6491bc9f70eb9c2c9aa29d.
 01.33.36 - CORRECT:  'A653_040_R2_CEL.fastq.gz' | File_size: 6.7G  | Etag: fcfa71280f154f03909293ea200e8f48-852.
 01.34.24 - CORRECT:  'A653_040_R1_CEL.fastq.gz' | File_size: 6.6G  | Etag: 347d6611a8c2dece51a3a9258cf92059-834.
 01.35.14 - CORRECT:  'A653_043_CEL_R2.fastq.gz' | File_size: 6.8G  | Etag: 38db3fa8a5e338b405fd8a0eb68e6971-871.
 01.36.02 - CORRECT:  'A653_043_CEL_R1.fastq.gz' | File_size: 6.6G  | Etag: 43a7d4fa02817878dadee9c49a6a4b97-839.
 01.37.03 - CORRECT:  'A653_048_R1_CEL.fastq.gz' | File_size: 8.4G  | Etag: c653d84531c09f6c221de60908a898e5-1069.
 01.37.03 - CORRECT:  'SampleSheet.csv' | File_size: 148  | Etag: 275cc456524de1c14e6691f691ef6fc9.
 01.38.06 - CORRECT:  'A653_048_R2_CEL.fastq.gz' | File_size: 8.5G  | Etag: e72139cbbe53773b48d6358e837e2a12-1078.
 01.38.55 - CORRECT:  'A653_055_CEL_R1.fastq.gz' | File_size: 6.7G  | Etag: 54b4d9ed4eeda52fd9b8d7ad842b4825-855.
 01.39.45 - CORRECT:  'A653_055_CEL_R2.fastq.gz' | File_size: 6.8G  | Etag: a5e38b80a112a6b1382cd1cce0ac1b82-859.
 01.40.27 - CORRECT:  'A653_056_CEL_R2.fastq.gz' | File_size: 5.7G  | Etag: a59947a20659245d454c1d2adf5cd930-722.
 01.41.09 - CORRECT:  'A653_056_CEL_R1.fastq.gz' | File_size: 5.7G  | Etag: 932673899f949f1e1948543be0d3b1be-723.
 01.42.01 - CORRECT:  'A653_057_R1_CEL.fastq.gz' | File_size: 7.0G  | Etag: 10c4cb6cd7268bac4cd86cffd1cb3079-887.
 01.42.01 - CORRECT:  'SampleSheet.csv' | File_size: 148  | Etag: 6cd56728e9e2c19d99b158840adb1218.
 01.42.53 - CORRECT:  'A653_057_R2_CEL.fastq.gz' | File_size: 7.1G  | Etag: 9b7d1bffa00c1490a48207d7e28e4e64-903.
 01.43.47 - CORRECT:  'A653_058_R1_CEL.fastq.gz' | File_size: 7.3G  | Etag: 761782cee17159f5a784e913de442558-929.
 01.43.47 - CORRECT:  'SampleSheet.csv' | File_size: 157  | Etag: 109393b2f37361ad1b865f336141a07f.
 01.44.42 - CORRECT:  'A653_058_R2_CEL.fastq.gz' | File_size: 7.5G  | Etag: 3b6aa23a602a447813086fa00eef0bcf-959.
 01.44.43 - CORRECT:  'SampleSheet.csv' | File_size: 148  | Etag: 3af34095b06b6205526bb740f3a9b7d5.
 01.45.31 - CORRECT:  'A653_063_R2_CEL.fastq.gz' | File_size: 6.6G  | Etag: 02905004ab24687e1ab6f687536f1a80-833.
 01.46.17 - CORRECT:  'A653_063_R1_CEL.fastq.gz' | File_size: 6.4G  | Etag: 6ee81c83b1dc84e21a5eb22be07a23b0-811.
 01.46.17 - CORRECT:  'SampleSheet.csv' | File_size: 157  | Etag: 1dc977d46649f205b37e7235ab2bebe2.
 01.47.11 - CORRECT:  'A653_066_R2_CEL.fastq.gz' | File_size: 7.3G  | Etag: 44fa112ea5d93f48de42cb047d59571a-935.
 01.48.04 - CORRECT:  'A653_066_R1_CEL.fastq.gz' | File_size: 7.1G  | Etag: e69f0dfdd32e9b796156235e6489afb3-908.
 01.48.04 - CORRECT:  'SampleSheet.csv' | File_size: 157  | Etag: 9c274ddc2633c337321e1328b86a4d54.
 01.49.03 - CORRECT:  'A653_071_R1_CEL.fastq.gz' | File_size: 8.0G  | Etag: dfff587d746ace5da73b4f35ad9dd6b0-1024.
 01.50.05 - CORRECT:  'A653_071_R2_CEL.fastq.gz' | File_size: 8.3G  | Etag: ff9b0aee8d9467e5ff21c6bdc3f3e74b-1052.
 01.50.06 - CORRECT:  'SampleSheet.csv' | File_size: 148  | Etag: e0ba39646fa8aaa005b7cc3d0cd84d13.
 01.51.14 - CORRECT:  'A653_072_R2_CEL.fastq.gz' | File_size: 9.0G  | Etag: 81c691b7b2f0f87cfb5bf0a79bf1e11a-1152.
 01.52.20 - CORRECT:  'A653_072_R1_CEL.fastq.gz' | File_size: 8.8G  | Etag: f0b1d792466afbf058241a92f49dd60f-1121.
 01.53.28 - CORRECT:  'A653_092_CEL_R1.fastq.gz' | File_size: 9.0G  | Etag: 3e8caa8b98f1f136ac208c6db48a1b31-1150.
 01.54.38 - CORRECT:  'A653_092_CEL_R2.fastq.gz' | File_size: 9.3G  | Etag: efd8585bc7a5eb50bf09ba8c2ccaadc6-1179.
 01.54.38 - CORRECT:  'SampleSheet.csv' | File_size: 157  | Etag: 56b34c6ce3e4ed8e7191eb91ca18ebb2.
 01.55.23 - CORRECT:  'A653_093_R2_CEL.fastq.gz' | File_size: 5.9G  | Etag: e2a1a1c502564bc4937b7ef616f1e461-752.
 01.56.07 - CORRECT:  'A653_093_R1_CEL.fastq.gz' | File_size: 5.8G  | Etag: b4c5410d046709b4be0b3fff6cb2c4ff-739.
 01.56.50 - CORRECT:  'A653_098_CEL_R1.fastq.gz' | File_size: 5.8G  | Etag: 1b0bbb55f733ae4c67fee4c8e0ce6016-736.
 01.57.33 - CORRECT:  'A653_098_CEL_R2.fastq.gz' | File_size: 5.8G  | Etag: 4abd642152e0873efb580d863ac38b32-738.
 01.57.33 - FILE PROCESSING FINISHED!  440G processed.
