 23.02.54 - CORRECT:  'readme.txt' | File_size: 1.4K  | Etag: 7e6b4e99aaf78667f9264093daf933be.
 23.07.01 - CORRECT:  'NM3349_PD531_A1B3_GM-T_S23_R1_001_QC_fastqc.zip' | File_size: 715K  | Etag: f41cf091c7c02004bbb911d1fe1c6169.
 23.07.01 - CORRECT:  'PD666_fastp.json' | File_size: 984K  | Etag: e2e7b4cd35487d3af797a78d0c33814b.
 23.07.01 - CORRECT:  'PD732_fastp.json' | File_size: 413K  | Etag: be41020b36d99d511def094ca8f2438d.
 23.07.02 - CORRECT:  'PDC34_fastp.html' | File_size: 9.1M  | Etag: 1300c669494a9e5ad9d43c3d477d0a1b-2.
 23.07.02 - CORRECT:  'NM3346_PD666_A1A4_GM-T_S20_R1_001_QC_fastqc.zip' | File_size: 708K  | Etag: e40160a67436300195886239078272de.
 23.07.02 - CORRECT:  'PD115_fastp.html' | File_size: 27M  | Etag: 42855eabaf898344cc6c762f9e53f706-4.
 23.07.03 - CORRECT:  'NM3346_PD666_A1A4_GM-T_S20_R1_001_QC_fastqc.html' | File_size: 235K  | Etag: 329f52d2fe1352c922995451e4239629.
 23.07.03 - CORRECT:  'NM3330_PDC05_A1A2_GM-T_S4_R1_001_QC_fastqc.html' | File_size: 237K  | Etag: f68ac0227bc558425c1ef3b3940b44a7.
 23.07.03 - CORRECT:  'NM3337_PD416_A2D3_GM-T_S11_R3_001_QC_fastqc.zip' | File_size: 717K  | Etag: 70b9189164048e4444364eff15841ebe.
 23.07.04 - CORRECT:  'PD415_fastp.html' | File_size: 14M  | Etag: 7dbc959f1b4b65fae14995798f14fc5f-2.
 23.07.04 - CORRECT:  'PD416_fastp.json' | File_size: 1.3M  | Etag: 48ba559a0c1a93c91ac5655fbb385332.
 23.07.04 - CORRECT:  'NM3342_PD163_A1B1_GM-T_S16_R1_001_QC_fastqc.html' | File_size: 237K  | Etag: cacbd8d744cd58a3258a5ebcad7c2bf8.
 23.07.04 - CORRECT:  'NM3345_PD115_A1B1_GM-T_S19_R1_001_QC_fastqc.zip' | File_size: 718K  | Etag: bf787b54ea4eeb66142f681f9f098f76.
 23.08.07 - CORRECT:  'NM3340_PD523_A2B3_GM-T_S14_R1_001_QC.fastq.gz' | File_size: 8.4G  | Etag: 0e2417a6961375272780905b360cd197-1070.
 23.08.07 - CORRECT:  'PD294_fastp.json' | File_size: 2.0M  | Etag: 20179b9249d171fc0076f044e9ba65cf.
 23.08.07 - CORRECT:  'NM3350_PD683_A1B5_GM-T_S24_R1_001_QC_fastqc.zip' | File_size: 711K  | Etag: 68248907fdb5653aafca2dd9e36c83e0.
 23.08.07 - CORRECT:  'NM3338_PDC34_A1B3_GM-T_S12_R3_001_QC_fastqc.html' | File_size: 244K  | Etag: 999bdb2f9758dd0c5f6939ea9f132e7a.
 23.09.12 - CORRECT:  'NM3347_PDC91_A1B4_GM-T_S21_R1_001_QC.fastq.gz' | File_size: 9.2G  | Etag: 6e074ed59584e62edb6964df2c3e6990-1168.
 23.09.12 - CORRECT:  'NM3332_PD366_A2B3_GM-T_S6_R1_001_QC_fastqc.zip' | File_size: 718K  | Etag: be3eead5177f4e7864ab6fbaf78f7d35.
 23.09.12 - CORRECT:  'PD366_fastp.json' | File_size: 2.0M  | Etag: 72c9f569bf6dc1084bda153c7fedb8f0.
 23.09.13 - CORRECT:  'NM3338_PDC34_A1B3_GM-T_S12_R1_001_QC_fastqc.zip' | File_size: 709K  | Etag: b8633d57f668aa1a7538b6ceafcac389.
 23.09.13 - CORRECT:  'NM3344_PD747_A2A9_GM-T_S18_R3_001_QC_fastqc.html' | File_size: 243K  | Etag: 1e921ebf39416e0ce12e8e0f677ecafd.
 23.09.13 - CORRECT:  'PDC05_fastp.json' | File_size: 371K  | Etag: c4e610f6eb557a5fd65ff80b99efb8da.
 23.09.13 - CORRECT:  'PD563_fastp.json' | File_size: 787K  | Etag: ee3ed0be410cca78f8ab47e2263d6bb0.
 23.10.05 - CORRECT:  'NM3350_PD683_A1B5_GM-T_S24_R1_001_QC.fastq.gz' | File_size: 7.5G  | Etag: c9ef7f2b6a28708e37c1e1be2d99bd45-960.
 23.11.11 - CORRECT:  'NM3333_PD413_A2B1_GM-T_S7_R3_001_QC.fastq.gz' | File_size: 9.8G  | Etag: 99c8361b0f74806705f992c51e6b105c-1250.
 23.12.05 - CORRECT:  'NM3344_PD747_A2A9_GM-T_S18_R3_001_QC.fastq.gz' | File_size: 8.5G  | Etag: bbcbee2695dbbb5916e3178677d1b513-1084.
 23.12.05 - CORRECT:  'NM3329_PD732_A2B2_GM-T_S3_R3_001_QC_fastqc.html' | File_size: 243K  | Etag: 63af2ee04a4b1c3984a9e241e2dc00d6.
 23.12.05 - CORRECT:  'NM3328_PD341_A2B2_GM-T_S2_R1_001_QC_fastqc.html' | File_size: 235K  | Etag: 6db77b94619f061564e336a5b30d8a01.
 23.12.05 - CORRECT:  'NM3346_PD666_A1A4_GM-T_S20_R3_001_QC_fastqc.zip' | File_size: 714K  | Etag: ec9efa6811258b44da14fac2ed69a902.
 23.12.06 - CORRECT:  'PD683_fastp.html' | File_size: 16M  | Etag: 54122ecf913f9d0ae6651c1ce99d6242-2.
 23.12.06 - CORRECT:  'NM3346_PD666_A1A4_GM-T_S20_R3_001_QC_fastqc.html' | File_size: 242K  | Etag: 84da011f10c64da469a4ed5921fca59f.
 23.12.06 - CORRECT:  'NM3327_PD332_A2B1_GM-T_S1_R3_001_QC_fastqc.zip' | File_size: 726K  | Etag: f8ed25e5d313e5529ee153c943e9b585.
 23.12.06 - CORRECT:  'NM3345_PD115_A1B1_GM-T_S19_R1_001_QC_fastqc.html' | File_size: 240K  | Etag: 84ec047cec72602e6f59c83bca7456a1.
 23.12.07 - CORRECT:  'PD415_fastp.json' | File_size: 1.1M  | Etag: 59a6da2566c822d9a6610b1308032c24.
 23.12.07 - CORRECT:  'NM3330_PDC05_A1A2_GM-T_S4_R3_001_QC_fastqc.zip' | File_size: 715K  | Etag: 34d36fd5de2eec1f1ce13a5b6aa300d0.
 23.13.01 - CORRECT:  'NM3350_PD683_A1B5_GM-T_S24_R3_001_QC.fastq.gz' | File_size: 7.9G  | Etag: 1bd84f4ecf4993521e07fa1616e2badc-1008.
 23.14.05 - CORRECT:  'NM3346_PD666_A1A4_GM-T_S20_R1_001_QC.fastq.gz' | File_size: 8.9G  | Etag: ccdd881636e61b0c7067ba6a525ddac4-1139.
 23.14.05 - CORRECT:  'NM3327_PD332_A2B1_GM-T_S1_R1_001_QC_fastqc.zip' | File_size: 715K  | Etag: 02e48ae49dad9bd860da9184630b5003.
 23.14.05 - CORRECT:  'NM3331_PD566_A1B4_GM-T_S5_R3_001_QC_fastqc.zip' | File_size: 723K  | Etag: 5e53b28659c95eb1e8cb781530a5e5d6.
 23.14.06 - CORRECT:  'NM3342_PD163_A1B1_GM-T_S16_R3_001_QC_fastqc.html' | File_size: 245K  | Etag: 9fc51cd921b4d0949b02a1fdf1042f5b.
 23.14.06 - CORRECT:  'PD294_fastp.html' | File_size: 28M  | Etag: 486d7d0f548e68d4d2784e86f7be7181-4.
 23.14.07 - CORRECT:  'PD366_fastp.html' | File_size: 27M  | Etag: 2b50e2d449f8d30b438371891d0900b4-4.
 23.14.07 - CORRECT:  'NM3334_PDC22_A1E3_GM-T_S8_R1_001_QC_fastqc.html' | File_size: 235K  | Etag: ab7d8c372ddf9204d5d9db40fdde959c.
 23.17.10 - CORRECT:  'Undetermined_S0_R1_001_QC.fastq.gz' | File_size: 25G  | Etag: 55945d665402f55996829cd2feb1b84c-3172.
 23.17.11 - CORRECT:  'NM3327_PD332_A2B1_GM-T_S1_R3_001_QC_fastqc.html' | File_size: 248K  | Etag: 0be084462a8ec3f0ef6b473e1db41846.
 23.17.11 - CORRECT:  'NM3328_PD341_A2B2_GM-T_S2_R3_001_QC_fastqc.zip' | File_size: 715K  | Etag: bae846f5a39275227701be02ebddc2b3.
 23.18.18 - CORRECT:  'NM3343_PD678_A1B5_GM-T_S17_R1_001_QC.fastq.gz' | File_size: 9.1G  | Etag: db6f9a7fa3de082f41ddb8f29aba4b90-1162.
 23.18.18 - CORRECT:  'PD531_fastp.json' | File_size: 1.6M  | Etag: e5502fb10284074bd97554207c35557e.
 23.19.24 - CORRECT:  'NM3335_PD706_A1A1_GM-T_S9_R3_001_QC.fastq.gz' | File_size: 9.2G  | Etag: 8986b2bd49c7f9281fc37338753304b2-1172.
 23.19.24 - CORRECT:  'NM3338_PDC34_A1B3_GM-T_S12_R3_001_QC_fastqc.zip' | File_size: 717K  | Etag: ab7e0ed39a01dee5d6573e1d0ea80a78.
 23.20.32 - CORRECT:  'NM3332_PD366_A2B3_GM-T_S6_R3_001_QC.fastq.gz' | File_size: 9.2G  | Etag: 035ca3d6dc1d0760cac7125d3404fc54-1174.
 23.21.38 - CORRECT:  'NM3348_PD294_P1B1_GM-T_S22_R3_001_QC.fastq.gz' | File_size: 9.0G  | Etag: d68da0aa5f83447cc40720741db039e0-1145.
 23.21.38 - CORRECT:  'NM3335_PD706_A1A1_GM-T_S9_R1_001_QC_fastqc.html' | File_size: 236K  | Etag: 85407c27dd14aad1ea38dd02a5a386ed.
 23.21.39 - CORRECT:  'NM3337_PD416_A2D3_GM-T_S11_R1_001_QC_fastqc.zip' | File_size: 711K  | Etag: cf68808b543db52f88e8c5932da71a6b.
 23.21.39 - CORRECT:  'Undetermined_fastp.html' | File_size: 25M  | Etag: 6d655621fe6985b207040a1153e44520-4.
 23.22.50 - CORRECT:  'NM3339_PD563_A1C1_GM-T_S13_R3_001_QC.fastq.gz' | File_size: 9.7G  | Etag: 7564b302a47973b1ed67ac1bbb381358-1231.
 23.22.51 - CORRECT:  'PD332_fastp.json' | File_size: 1.8M  | Etag: 4402555a2732f42f691c8491b0ab1b3f.
 23.22.51 - CORRECT:  'NM3349_PD531_A1B3_GM-T_S23_R3_001_QC_fastqc.zip' | File_size: 721K  | Etag: 53d4786fc459f60c4608a3733f522354.
 23.22.51 - CORRECT:  'NM3329_PD732_A2B2_GM-T_S3_R3_001_QC_fastqc.zip' | File_size: 717K  | Etag: 1497f66e843ac704a3137866d47fe122.
 23.22.52 - CORRECT:  'NM3340_PD523_A2B3_GM-T_S14_R3_001_QC_fastqc.zip' | File_size: 722K  | Etag: cdbad3389f8a5c892ca0a313d51c7313.
 23.22.52 - CORRECT:  'Undetermined_S0_R3_001_QC_fastqc.zip' | File_size: 703K  | Etag: 81f0c56d1b2f263d8b12bce6d38f71d8.
 23.22.52 - CORRECT:  'NM3328_PD341_A2B2_GM-T_S2_R1_001_QC_fastqc.zip' | File_size: 708K  | Etag: c386f7cfd804404db47397e1e9a32b34.
 23.22.52 - CORRECT:  'Undetermined_S0_R1_001_QC_fastqc.zip' | File_size: 703K  | Etag: 43c1c7378a064a75568a5f48a808e64a.
 23.22.53 - CORRECT:  'NM3334_PDC22_A1E3_GM-T_S8_R3_001_QC_fastqc.zip' | File_size: 715K  | Etag: fea724d312265b7418b9b9bb6780366d.
 23.22.53 - CORRECT:  'PD416_fastp.html' | File_size: 16M  | Etag: a935c489ee6f380ac88d4f9a32acc2e4-2.
 23.22.53 - CORRECT:  'NM3341_PDC87_A1A4_GM-T_S15_R1_001_QC_fastqc.html' | File_size: 237K  | Etag: 116331f507b30422a02b0f8315e411a1.
 23.22.54 - CORRECT:  'NM3340_PD523_A2B3_GM-T_S14_R1_001_QC_fastqc.zip' | File_size: 716K  | Etag: fc30f357ac179dc7f27463253b0d0f91.
 23.22.54 - CORRECT:  'NM3339_PD563_A1C1_GM-T_S13_R1_001_QC_fastqc.zip' | File_size: 711K  | Etag: f3f357303e3bb0d9bb18f256abe861ce.
 23.23.55 - CORRECT:  'NM3344_PD747_A2A9_GM-T_S18_R1_001_QC.fastq.gz' | File_size: 8.2G  | Etag: 401a6ff4cf6e4367981c1dca90a77804-1046.
 23.23.55 - CORRECT:  'NM3340_PD523_A2B3_GM-T_S14_R1_001_QC_fastqc.html' | File_size: 239K  | Etag: e93cda80dfe6f138f2c719bedd8e2b0c.
 23.23.55 - CORRECT:  'PD341_fastp.json' | File_size: 697K  | Etag: 48acf5f6ec2b1b601af39d15e6520b68.
 23.23.56 - CORRECT:  'PD163_fastp.html' | File_size: 25M  | Etag: 3c04dac1cd12367a2f5c15c4e8c99258-4.
 23.23.56 - CORRECT:  'PDC87_fastp.json' | File_size: 892K  | Etag: 1c9fd0625d08552a227dea4d7bbe2b75.
 23.24.58 - CORRECT:  'NM3338_PDC34_A1B3_GM-T_S12_R1_001_QC.fastq.gz' | File_size: 8.4G  | Etag: c145dd58bdf354d543c842b7c867873a-1074.
 23.26.02 - CORRECT:  'NM3338_PDC34_A1B3_GM-T_S12_R3_001_QC.fastq.gz' | File_size: 8.7G  | Etag: 87e0f20923bc43ac49e1a529c6483851-1114.
 23.26.02 - CORRECT:  'NM3350_PD683_A1B5_GM-T_S24_R3_001_QC_fastqc.zip' | File_size: 718K  | Etag: 3cd82627144a02db5b89c478d667da3d.
 23.26.02 - CORRECT:  'NM3332_PD366_A2B3_GM-T_S6_R1_001_QC_fastqc.html' | File_size: 240K  | Etag: 9cfa8923a58052046c16e15ba07cdbed.
 23.26.03 - CORRECT:  'PD566_fastp.html' | File_size: 27M  | Etag: e25eacd5dffc754ed01c1b5d449445d7-4.
 23.29.15 - CORRECT:  'Undetermined_S0_R3_001_QC.fastq.gz' | File_size: 27G  | Etag: c84bae1cb857494493834832020a39fb-3348.
 23.29.15 - CORRECT:  'NM3347_PDC91_A1B4_GM-T_S21_R1_001_QC_fastqc.html' | File_size: 239K  | Etag: 9b56f711c7ca53322fb8191637b20f48.
 23.29.15 - CORRECT:  'NM3348_PD294_P1B1_GM-T_S22_R3_001_QC_fastqc.html' | File_size: 247K  | Etag: 0bd697754a6df94d6180555cf98487d6.
 23.29.15 - CORRECT:  'PD163_fastp.json' | File_size: 1.9M  | Etag: 9802f41017bc7aee27c6e89378f019e2.
 23.29.16 - CORRECT:  'NM3343_PD678_A1B5_GM-T_S17_R1_001_QC_fastqc.zip' | File_size: 711K  | Etag: c8d8fd36462cc6cda160a5179ee6e45b.
 23.30.25 - CORRECT:  'NM3343_PD678_A1B5_GM-T_S17_R3_001_QC.fastq.gz' | File_size: 9.5G  | Etag: bf3ccc122d831912467daf05d3aaae6f-1210.
 23.30.25 - CORRECT:  'PD678_fastp.html' | File_size: 24M  | Etag: 25b4ea222b332b92672adbf8365e393b-3.
 23.30.25 - CORRECT:  'NM3330_PDC05_A1A2_GM-T_S4_R1_001_QC_fastqc.zip' | File_size: 711K  | Etag: bdb8f0e7d3027bd6c9dc14abdc60e801.
 23.31.34 - CORRECT:  'NM3347_PDC91_A1B4_GM-T_S21_R3_001_QC.fastq.gz' | File_size: 9.5G  | Etag: 6c0952d254490ffe1271060b180da432-1216.
 23.31.35 - CORRECT:  'PDC91_fastp.json' | File_size: 1.3M  | Etag: 45a48f212bcb666a78e86fc9cea54c91.
 23.32.38 - CORRECT:  'NM3335_PD706_A1A1_GM-T_S9_R1_001_QC.fastq.gz' | File_size: 8.8G  | Etag: 5d4e7f30d70c29b171c7b89e5de60dcd-1125.
 23.32.38 - CORRECT:  'PD531_fastp.html' | File_size: 21M  | Etag: e5d763d337087a156f42cb8a3436521e-3.
 23.32.39 - CORRECT:  'NM3348_PD294_P1B1_GM-T_S22_R1_001_QC_fastqc.zip' | File_size: 717K  | Etag: 6c67be5a80b326fe7fb981db74ca2323.
 23.33.34 - CORRECT:  'NM3336_PD415_A2B2_GM-T_S10_R3_001_QC.fastq.gz' | File_size: 7.9G  | Etag: e8107d6fbd476b0f92af803cbe38e0b0-1009.
 23.34.33 - CORRECT:  'NM3349_PD531_A1B3_GM-T_S23_R3_001_QC.fastq.gz' | File_size: 8.3G  | Etag: 271a96479856283b913eb93864325647-1052.
 23.34.34 - CORRECT:  'PD523_fastp.html' | File_size: 25M  | Etag: 65d8aeb244ca91ed45d43935e533e66f-4.
 23.35.39 - CORRECT:  'NM3331_PD566_A1B4_GM-T_S5_R3_001_QC.fastq.gz' | File_size: 9.7G  | Etag: 782516eff1e6479c27d3e2adc88f7658-1236.
 23.35.39 - CORRECT:  'NM3334_PDC22_A1E3_GM-T_S8_R3_001_QC_fastqc.html' | File_size: 241K  | Etag: b9df501ace2570f2a96d857216c3055e.
 23.36.33 - CORRECT:  'NM3337_PD416_A2D3_GM-T_S11_R1_001_QC.fastq.gz' | File_size: 8.1G  | Etag: 068fcec61f44e8dba374e99dcfb1a6dc-1028.
 23.37.27 - CORRECT:  'NM3327_PD332_A2B1_GM-T_S1_R1_001_QC.fastq.gz' | File_size: 7.6G  | Etag: 9e6b034cf87639586e89248ca347a2dc-965.
 23.37.27 - CORRECT:  'NM3345_PD115_A1B1_GM-T_S19_R3_001_QC_fastqc.html' | File_size: 248K  | Etag: f7c0961444388ead2c8817bc62f4a06a.
 23.37.27 - CORRECT:  'NM3349_PD531_A1B3_GM-T_S23_R3_001_QC_fastqc.html' | File_size: 244K  | Etag: 9a371772c691a6a7dc505b30f3a1b7f2.
 23.37.28 - CORRECT:  'NM3347_PDC91_A1B4_GM-T_S21_R3_001_QC_fastqc.zip' | File_size: 716K  | Etag: a1d69bcd6fbacf594472c8589e178855.
 23.37.28 - CORRECT:  'NM3333_PD413_A2B1_GM-T_S7_R1_001_QC_fastqc.html' | File_size: 235K  | Etag: 71f6fa504c75d894ef50b6872c443178.
 23.37.28 - CORRECT:  'NM3347_PDC91_A1B4_GM-T_S21_R1_001_QC_fastqc.zip' | File_size: 713K  | Etag: 050f94bd0fe938bb8a8cfef45e88f5f8.
 23.37.28 - CORRECT:  'NM3344_PD747_A2A9_GM-T_S18_R3_001_QC_fastqc.zip' | File_size: 715K  | Etag: c511cfe9467fafc6fa8212a908a9e23b.
 23.37.29 - CORRECT:  'PDC22_fastp.json' | File_size: 761K  | Etag: a72e1661f05e9f72a52f4648396842e9.
 23.37.29 - CORRECT:  'NM3333_PD413_A2B1_GM-T_S7_R1_001_QC_fastqc.zip' | File_size: 708K  | Etag: e0285990fa539f4813abb4e491e70784.
 23.38.45 - CORRECT:  'NM3330_PDC05_A1A2_GM-T_S4_R1_001_QC.fastq.gz' | File_size: 11G  | Etag: 17b77bf06ac21b718f190b18eacfed3a-1361.
 23.39.52 - CORRECT:  'NM3331_PD566_A1B4_GM-T_S5_R1_001_QC.fastq.gz' | File_size: 9.2G  | Etag: d0029342a9c0b04b7a811a08f68c2110-1177.
 23.39.52 - CORRECT:  'NM3331_PD566_A1B4_GM-T_S5_R1_001_QC_fastqc.zip' | File_size: 719K  | Etag: 7b3c7ec59add57b12a01529db2aefc31.
 23.39.52 - CORRECT:  'NM3336_PD415_A2B2_GM-T_S10_R1_001_QC_fastqc.zip' | File_size: 709K  | Etag: 4e6fa3ae207860d6bb21a9f1f5b02a49.
 23.39.52 - CORRECT:  'NM3336_PD415_A2B2_GM-T_S10_R3_001_QC_fastqc.zip' | File_size: 713K  | Etag: a605bee3c6ce3020578d72a240f9395a.
 23.41.13 - CORRECT:  'NM3330_PDC05_A1A2_GM-T_S4_R3_001_QC.fastq.gz' | File_size: 11G  | Etag: 0995ada2767993385338d90979fc38f1-1393.
 23.41.13 - CORRECT:  'PD747_fastp.html' | File_size: 5.2M  | Etag: 6cf167dd7708b0139e657fd48212bf3b.
 23.41.13 - CORRECT:  'NM3332_PD366_A2B3_GM-T_S6_R3_001_QC_fastqc.zip' | File_size: 724K  | Etag: 35a2246a881bda58c698d8b07ec87aa2.
 23.41.14 - CORRECT:  'NM3339_PD563_A1C1_GM-T_S13_R1_001_QC_fastqc.html' | File_size: 237K  | Etag: 2096d5e76e60891e8d8fc207a441db64.
 23.41.14 - CORRECT:  'PD413_fastp.json' | File_size: 379K  | Etag: 9f81f290b07e9199e8bb9090a95832eb.
 23.42.24 - CORRECT:  'NM3328_PD341_A2B2_GM-T_S2_R3_001_QC.fastq.gz' | File_size: 9.5G  | Etag: cb2545360adea7359a7e16333c308a1e-1210.
 23.42.24 - CORRECT:  'NM3335_PD706_A1A1_GM-T_S9_R3_001_QC_fastqc.zip' | File_size: 717K  | Etag: 1e9c48ac3976c787c6b6713b759b464b.
 23.42.24 - CORRECT:  'PD523_fastp.json' | File_size: 1.8M  | Etag: da99216c8547a5ba69ce34dea200ba25.
 23.43.33 - CORRECT:  'NM3341_PDC87_A1A4_GM-T_S15_R3_001_QC.fastq.gz' | File_size: 9.4G  | Etag: fc59a892d9b1175705fd178f21697aaf-1192.
 23.43.33 - CORRECT:  'NM3331_PD566_A1B4_GM-T_S5_R3_001_QC_fastqc.html' | File_size: 246K  | Etag: e8d5e774089172df291f6625aa68a1d2.
 23.43.34 - CORRECT:  'NM3344_PD747_A2A9_GM-T_S18_R1_001_QC_fastqc.zip' | File_size: 709K  | Etag: d06a279e850d30f9b9fc2295df983ce9.
 23.43.34 - CORRECT:  'NM3337_PD416_A2D3_GM-T_S11_R1_001_QC_fastqc.html' | File_size: 237K  | Etag: f6ace2dad974e4e50e9354f402eb72c0.
 23.43.34 - CORRECT:  'NM3343_PD678_A1B5_GM-T_S17_R1_001_QC_fastqc.html' | File_size: 236K  | Etag: 1d433fb0a6e2fb4805b4ba2e0ccca88a.
 23.43.35 - CORRECT:  'NM3339_PD563_A1C1_GM-T_S13_R3_001_QC_fastqc.zip' | File_size: 716K  | Etag: a5df9e70920c95c064440f0b8a3b6b69.
 23.43.35 - CORRECT:  'NM3344_PD747_A2A9_GM-T_S18_R1_001_QC_fastqc.html' | File_size: 235K  | Etag: a14cfcd6082ae5b567859195d41fc34c.
 23.43.35 - CORRECT:  'PD732_fastp.html' | File_size: 4.5M  | Etag: 0e1093699c1b4d310bf0d084eb466c1b.
 23.43.35 - CORRECT:  'NM3328_PD341_A2B2_GM-T_S2_R3_001_QC_fastqc.html' | File_size: 242K  | Etag: c6fefcabcad79a4c5fd25c050bdd53b6.
 23.44.34 - CORRECT:  'NM3336_PD415_A2B2_GM-T_S10_R1_001_QC.fastq.gz' | File_size: 7.7G  | Etag: e5b9148fb6b2dafd72f7dc158429d066-977.
 23.44.34 - CORRECT:  'PD115_fastp.json' | File_size: 2.0M  | Etag: c6ecc94cfe001630d9fb3c20698c8c9a.
 23.45.41 - CORRECT:  'NM3337_PD416_A2D3_GM-T_S11_R3_001_QC.fastq.gz' | File_size: 8.4G  | Etag: a332f25f0182da29a50727c6756bac7a-1066.
 23.45.41 - CORRECT:  'NM3336_PD415_A2B2_GM-T_S10_R3_001_QC_fastqc.html' | File_size: 241K  | Etag: 10e98797a7c3699b60d127f0aaa44e72.
 23.45.41 - CORRECT:  'NM3350_PD683_A1B5_GM-T_S24_R1_001_QC_fastqc.html' | File_size: 236K  | Etag: 717b6547fc1ee160f1ec09b94ce779f5.
 23.45.42 - CORRECT:  'PD747_fastp.json' | File_size: 471K  | Etag: 2038a8d092b24f36eedb64de45bf1152.
 23.45.42 - CORRECT:  'PD683_fastp.json' | File_size: 1.3M  | Etag: e0dd0931de8f14462e136879fbdf0ba5.
 23.46.50 - CORRECT:  'NM3341_PDC87_A1A4_GM-T_S15_R1_001_QC.fastq.gz' | File_size: 9.0G  | Etag: 81abbc8ff72d60ecacff1dba962fe18b-1152.
 23.46.50 - CORRECT:  'Undetermined_fastp.json' | File_size: 1.8M  | Etag: 62fcf98a5e2bf6be97bd20e5f87140b0.
 23.47.39 - CORRECT:  'NM3349_PD531_A1B3_GM-T_S23_R1_001_QC.fastq.gz' | File_size: 8.0G  | Etag: 02b84c287cbaa416bb55bf5093bdb4e2-1017.
 23.48.43 - CORRECT:  'NM3334_PDC22_A1E3_GM-T_S8_R1_001_QC.fastq.gz' | File_size: 9.0G  | Etag: 9a531e2c1691e873c7189a4c2c93a9be-1141.
 23.49.47 - CORRECT:  'NM3332_PD366_A2B3_GM-T_S6_R1_001_QC.fastq.gz' | File_size: 8.8G  | Etag: 0641178367684ea1d0db5bebc45634e7-1122.
 23.49.48 - CORRECT:  'NM3339_PD563_A1C1_GM-T_S13_R3_001_QC_fastqc.html' | File_size: 243K  | Etag: 16c329ee92eb42a4d4da5fd417b39c72.
 23.49.48 - CORRECT:  'PD563_fastp.html' | File_size: 9.6M  | Etag: 7f2ccf3a74e6c55e9b2aaf513ccbf958-2.
